Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
OUR LADY OF THE ANGELS HOSPITAL,190312,LA,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
INNOVA HOSPITAL SAN ANTONIO,670021,TX,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CAPITAL HOSPICE,490129,VA,READM-30-PN-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"SAYRE MEMORIAL HOSPITAL, INC",370103,OK,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NOVANT HEALTH HAYMARKET MEDICAL CENTER,490144,VA,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TEXAS COUNTY MEMORIAL HOSPITAL,260024,MO,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WILMINGTON TREATMENT CENTER,340168,NC,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TREASURE VALLEY HOSPITAL,130063,ID,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CRITTENDEN HEALTH SYSTEM,180095,KY,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CALLAHAN EYE HOSPITAL,10018,AL,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL,360266,OH,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CALLAHAN EYE HOSPITAL,10018,AL,READM-30-PN-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SHARE MEDICAL CENTER,370080,OK,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PUSHMATAHA COUNTY TOWN OF ANTLERS HOSPITAL,370083,OK,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WINSTON MEDICAL CENTER & SWINGBED,250027,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
KINGS DAUGHTERS MEDICAL CENTER OHIO,360361,OH,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SURGICAL SPECIALTY CENTER OF BATON ROUGE,190251,LA,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
KINGS DAUGHTERS MEDICAL CENTER OHIO,360361,OH,READM-30-HF-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
OUR LADY OF THE ANGELS HOSPITAL,190312,LA,READM-30-HF-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LAKELAND COMMUNITY HOSPITAL,10125,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,450488,TX,READM-30-HF-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CHARLESTON SURGICAL HOSPITAL,510091,WV,READM-30-PN-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
THE SPINE HOSPITAL OF LOUISIANA,190266,LA,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ROCKEFELLER UNIVERSITY HOSPITAL,330387,NY,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SOUTHERN SURGICAL HOSPITAL,190270,LA,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LAFAYETTE SURGICAL SPECIALTY HOSPITAL,190259,LA,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LAFAYETTE GENERAL SURGICAL HOSPITAL,190268,LA,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,450488,TX,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PAULS VALLEY GENERAL HOSPITAL,370156,OK,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL,360266,OH,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MONROE COMMUNITY HOSPITAL,330403,NY,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MONROE COMMUNITY HOSPITAL,330403,NY,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HELEN HAYES HOSPITAL,330405,NY,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL,360266,OH,READM-30-HF-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MISSISSIPPI METHODIST REHAB CTR,250152,MS,READM-30-HF-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEDICAL ARTS HOSPITAL,450489,TX,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MOUNTAIN VIEW HOSPITAL,130065,ID,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
VILLA FELICIANA MEDICAL COMPLEX,190199,LA,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NEW ORLEANS EAST HOSPITAL,190313,LA,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"OHIO VALLEY MEDICAL CENTER, LLC",360355,OH,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
KEARNEY REGIONAL MEDICAL CENTER,280134,NE,READM-30-PN-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SEQUOYAH COUNTY CITY OF SALLISAW HOSPITAL AUTHORIT,370112,OK,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SEYMOUR HOSPITAL,450586,TX,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NORTHWEST SPECIALTY HOSPITAL,130066,ID,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PERRY COMMUNITY HOSPITAL,440040,TN,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SELECT SPECIALTY HOSPITAL YOUNGSTOWN (BOARDMAN),360363,OH,READM-30-HF-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ANSON GENERAL HOSPITAL,450078,TX,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EAST CARROLL PARISH HOSPITAL,190208,LA,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BAPTIST REHABILITATION GERMANTOWN,440147,TN,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EASTLAND MEMORIAL HOSPITAL,450411,TX,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WILMINGTON TREATMENT CENTER,340168,NC,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NORTHWEST SURGICAL HOSPITAL,370192,OK,READM-30-PN-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"LAKESIDE WOMEN'S HOSPITAL, A MEMBER OF INTEGRIS HE",370199,OK,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SURGICAL HOSPITAL OF OKLAHOMA,370201,OK,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WILMINGTON TREATMENT CENTER,340168,NC,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SUGAR LAND SURGICAL HOSPITAL LLP,450860,TX,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NEWMAN MEMORIAL HOSPITAL,370007,OK,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HAMILTON GENERAL HOSPITAL,450754,TX,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
OKLAHOMA SPINE HOSPITAL,370206,OK,READM-30-PN-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WELLSPAN SURGERY AND REHABILITATION HOSPITAL,390327,PA,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WINIFRED MASTERSON BURKE REHABILITATION HOSPITAL,330404,NY,READM-30-HF-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,330406,NY,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,450766,TX,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PROMISE HOSPITAL OF FORT MYERS,100324,FL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAINT JOHN HOSPITAL,170009,KS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EAGLEVILLE HOSPITAL,390278,PA,READM-30-PN-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH,390321,PA,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
VALLEY FORGE MEDICAL CENTER AND HOSPITAL,390272,PA,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL LLC,390322,PA,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL LLC,390322,PA,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
VALLEY FORGE MEDICAL CENTER AND HOSPITAL,390272,PA,READM-30-PN-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PHYSICIAN'S CARE SURGICAL HOSPITAL,390324,PA,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"SUMMIT SURGICAL, LLC",170198,KS,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
COVENANT HOSPITAL LEVELLAND,450755,TX,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
P & S SURGICAL HOSPITAL,190246,LA,READM-30-PN-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EAGLEVILLE HOSPITAL,390278,PA,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LINCOLN SURGICAL HOSPITAL,280127,NE,READM-30-PN-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BEAVER VALLEY HOSPITAL,460035,UT,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PATIENTS' HOSPITAL OF REDDING,50697,CA,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TOPS SURGICAL SPECIALTY HOSPITAL,450774,TX,READM-30-HF-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PARK PLACE SURGICAL HOSPITAL,190255,LA,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
COLUMBIA CENTER,520195,WI,READM-30-HF-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MCCURTAIN MEMORIAL HOSPITAL,370048,OK,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
RED LAKE HOSPITAL A,240206,MN,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BAYLOR EMERGENCY MEDICAL CENTER,670097,TX,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EMIL J FREIREICH CANCER CENTER,670099,TX,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GROUP HEALTH CENTRAL HOSPITAL,500052,WA,READM-30-HF-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SURGICAL HOSPITAL AT SOUTHWOODS,360352,OH,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EMIL J FREIREICH CANCER CENTER,670099,TX,READM-30-PN-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SOUTHEAST MICHIGAN SURGICAL HOSPITAL,230264,MI,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"SUMMIT SURGICAL, LLC",170198,KS,READM-30-HF-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CRYSTAL CLINIC ORTHOPAEDIC CENTER,360351,OH,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CRYSTAL CLINIC ORTHOPAEDIC CENTER,360351,OH,READM-30-PN-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"OHIO VALLEY MEDICAL CENTER, LLC",360355,OH,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SOUTHEAST MICHIGAN SURGICAL HOSPITAL,230264,MI,READM-30-PN-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MINIMALLY INVASIVE SURGERY HOSPITAL,170199,KS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MAGEE GENERAL HOSPITAL,250124,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
KINGS DAUGHTERS MEDICAL CENTER OHIO,360361,OH,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SELECT SPECIALTY HOSPITAL YOUNGSTOWN (BOARDMAN),360363,OH,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
KARMANOS CANCER CENTER,230297,MI,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
OAKLAND REGIONAL HOSPITAL,230301,MI,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
N Y EYE AND EAR INFIRMARY,330100,NY,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ROCKEFELLER UNIVERSITY HOSPITAL,330387,NY,READM-30-PN-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
METHODIST AMBULATORY SURGERY HOSPITAL NW,450780,TX,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EDWIN SHAW REHAB INSTITUTE,360241,OH,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NEW ORLEANS EAST HOSPITAL,190313,LA,READM-30-PN-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
OAKLAND REGIONAL HOSPITAL,230301,MI,READM-30-HF-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HELEN HAYES HOSPITAL,330405,NY,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SWEDISH MEDICAL CENTER / CHERRY HILL,500025,WA,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,60124,CO,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BURDETT CARE CENTER,330409,NY,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,60124,CO,READM-30-PN-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SOUTHERN PALMETTO HOSPITAL,420016,SC,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
DESOTO REGIONAL HEALTH SYSTEM,190118,LA,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PARK PLACE SURGICAL HOSPITAL,190255,LA,READM-30-PN-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"BLUE VALLEY HOSPITAL, INC",170201,KS,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
STRAITH HOSPITAL FOR SPECIAL SURGERY,230071,MI,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ALLIANCE HEALTH CENTER,250151,MS,READM-30-PN-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"MCBRIDE CLINIC ORTHOPEDIC HOSPITAL,  L L C",370222,OK,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WOMAN'S HOSPITAL,190128,LA,READM-30-HF-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BLACK HILLS SURGICAL HOSPITAL LLP,430091,SD,READM-30-HF-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
DAKOTA PLAINS SURGICAL CENTER LLP,430092,SD,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"MCBRIDE CLINIC ORTHOPEDIC HOSPITAL,  L L C",370222,OK,READM-30-HF-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ALLEN PARISH HOSPITAL,190133,LA,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
J PAUL JONES HOSPITAL,10102,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,440033,TN,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAME DAY SURGERY CENTER LLC,430093,SD,READM-30-PN-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"LAKESIDE WOMEN'S HOSPITAL, A MEMBER OF INTEGRIS HE",370199,OK,READM-30-HF-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HEALTHSOURCE SAGINAW,230275,MI,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SUMMIT MEDICAL CENTER,370225,OK,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HEALTHSOURCE SAGINAW,230275,MI,READM-30-HF-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
YUKON KUSKOKWIM DELTA REG HOSPITAL,20018,AK,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
DEKALB MEDICAL CENTER AT HILLANDALE,110226,GA,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MCPHERSON HOSPITAL INC,170105,KS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ABRAZO MARYVALE CAMPUS,30001,AZ,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SOUTHEASTERN REGIONAL MEDICAL CENTER,110233,GA,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HEALTHSOURCE SAGINAW,230275,MI,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LINDSAY MUNICIPAL HOSPITAL,370214,OK,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
STRAITH HOSPITAL FOR SPECIAL SURGERY,230071,MI,READM-30-HF-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PINNACLE SPECIALTY HOSPITAL,370233,OK,READM-30-HF-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BEACHAM MEMORIAL HOSPITAL,250049,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
STRAITH HOSPITAL FOR SPECIAL SURGERY,230071,MI,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TEXAS ORTHOPEDIC HOSPITAL,450804,TX,READM-30-PN-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CLAY COUNTY MEDICAL CENTER,250067,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HAMLIN MEMORIAL HOSPITAL,450243,TX,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NORTHWEST HILLS SURGICAL HOSPITAL,450808,TX,READM-30-HF-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NORTH CAROLINA SPECIALTY HOSPITAL,340049,NC,READM-30-HF-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CRENSHAW COMMUNITY HOSPITAL,10008,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAN CARLOS INDIAN HOSPITAL,30077,AZ,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BELLVILLE GENERAL HOSPITAL,450253,TX,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAN CARLOS INDIAN HOSPITAL,30077,AZ,READM-30-HF-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BRIGHTON HOSPITAL,230279,MI,READM-30-HF-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HARRISBURG MEDICAL CENTER,140210,IL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TEXAS GENERAL HOSPITAL,670083,TX,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SALINA SURGICAL HOSPITAL,170187,KS,READM-30-PN-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MANHATTAN SURGICAL HOSPITAL LLC,170190,KS,READM-30-PN-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BURDETT CARE CENTER,330409,NY,READM-30-PN-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WEDOWEE HOSPITAL,10032,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PHILLIPS EYE INSTITUTE,240196,MN,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
KELL WEST REGIONAL HOSPITAL,450827,TX,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,450831,TX,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
DAVIE MEDICAL CENTER,340187,NC,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GRACE MEDICAL CENTER,450162,TX,READM-30-AMI-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EL PASO SPECIALTY HOSPITAL,450845,TX,READM-30-COPD-HRRP,,5.0,,,,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
